2025-10-22 16:47:52,454 - INFO - Registering strategy: consolidation_breakout
2025-10-22 16:47:52,462 - INFO - TradeEngine initialized with account balance: 10000.00
2025-10-22 16:47:52,462 - INFO - Processing data for EURUSD=X on 2025-10-20
2025-10-22 16:47:53,787 - INFO - Generating payload for candle at 2025-10-19 23:00:00+00:00. ctx_data length: 1. row_data: {'Adj Close': 1.1657729148864746, 'Close': 1.1657729148864746, 'High': 1.1659088134765625, 'Low': 1.1657729148864746, 'Open': 1.1659088134765625, 'Volume': 0.0}
2025-10-22 16:47:53,815 - INFO - Generating payload for candle at 2025-10-19 23:55:00+00:00. ctx_data length: 12. row_data: {'Adj Close': 1.1661807298660278, 'Close': 1.1661807298660278, 'High': 1.1661807298660278, 'Low': 1.16604483127594, 'Open': 1.1661807298660278, 'Volume': 0.0}
2025-10-22 16:47:53,817 - INFO - Generating payload for candle at 2025-10-20 00:00:00+00:00. ctx_data length: 13. row_data: {'Adj Close': 1.1661807298660278, 'Close': 1.1661807298660278, 'High': 1.1664528846740723, 'Low': 1.1661807298660278, 'Open': 1.1663167476654053, 'Volume': 0.0}
2025-10-22 16:47:53,819 - INFO - Generating payload for candle at 2025-10-20 00:05:00+00:00. ctx_data length: 14. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1665889024734497, 'Low': 1.1663167476654053, 'Open': 1.1663167476654053, 'Volume': 0.0}
2025-10-22 16:47:53,821 - INFO - Generating payload for candle at 2025-10-20 00:10:00+00:00. ctx_data length: 15. row_data: {'Adj Close': 1.1663167476654053, 'Close': 1.1663167476654053, 'High': 1.1665889024734497, 'Low': 1.1663167476654053, 'Open': 1.1665889024734497, 'Volume': 0.0}
2025-10-22 16:47:53,824 - INFO - Generating payload for candle at 2025-10-20 00:15:00+00:00. ctx_data length: 16. row_data: {'Adj Close': 1.1663167476654053, 'Close': 1.1663167476654053, 'High': 1.1664528846740723, 'Low': 1.1661807298660278, 'Open': 1.1664528846740723, 'Volume': 0.0}
2025-10-22 16:47:53,826 - INFO - Generating payload for candle at 2025-10-20 00:20:00+00:00. ctx_data length: 17. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1665889024734497, 'Low': 1.1663167476654053, 'Open': 1.1663167476654053, 'Volume': 0.0}
2025-10-22 16:47:53,827 - INFO - Generating payload for candle at 2025-10-20 00:25:00+00:00. ctx_data length: 18. row_data: {'Adj Close': 1.1663167476654053, 'Close': 1.1663167476654053, 'High': 1.1665889024734497, 'Low': 1.1663167476654053, 'Open': 1.1665889024734497, 'Volume': 0.0}
2025-10-22 16:47:53,829 - INFO - Generating payload for candle at 2025-10-20 00:30:00+00:00. ctx_data length: 19. row_data: {'Adj Close': 1.1664528846740723, 'Close': 1.1664528846740723, 'High': 1.1664528846740723, 'Low': 1.1661807298660278, 'Open': 1.1663167476654053, 'Volume': 0.0}
2025-10-22 16:47:53,830 - INFO - Generating payload for candle at 2025-10-20 00:35:00+00:00. ctx_data length: 20. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1667250394821167, 'Low': 1.1664528846740723, 'Open': 1.1664528846740723, 'Volume': 0.0}
2025-10-22 16:47:53,832 - INFO - Generating payload for candle at 2025-10-20 00:40:00+00:00. ctx_data length: 21. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1665889024734497, 'Low': 1.1664528846740723, 'Open': 1.1664528846740723, 'Volume': 0.0}
2025-10-22 16:47:53,834 - INFO - Generating payload for candle at 2025-10-20 00:45:00+00:00. ctx_data length: 22. row_data: {'Adj Close': 1.1667250394821167, 'Close': 1.1667250394821167, 'High': 1.1667250394821167, 'Low': 1.1667250394821167, 'Open': 1.1667250394821167, 'Volume': 0.0}
2025-10-22 16:47:53,837 - INFO - Generating payload for candle at 2025-10-20 00:50:00+00:00. ctx_data length: 23. row_data: {'Adj Close': 1.1667250394821167, 'Close': 1.1667250394821167, 'High': 1.1667250394821167, 'Low': 1.1665889024734497, 'Open': 1.1667250394821167, 'Volume': 0.0}
2025-10-22 16:47:53,840 - INFO - Generating payload for candle at 2025-10-20 00:55:00+00:00. ctx_data length: 24. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1665889024734497, 'Open': 1.1665889024734497, 'Volume': 0.0}
2025-10-22 16:47:53,842 - INFO - Generating payload for candle at 2025-10-20 01:00:00+00:00. ctx_data length: 25. row_data: {'Adj Close': 1.1668611764907837, 'Close': 1.1668611764907837, 'High': 1.1671334505081177, 'Low': 1.1668611764907837, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,844 - INFO - Generating payload for candle at 2025-10-20 01:05:00+00:00. ctx_data length: 26. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,845 - INFO - Generating payload for candle at 2025-10-20 01:10:00+00:00. ctx_data length: 27. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,847 - INFO - Generating payload for candle at 2025-10-20 01:15:00+00:00. ctx_data length: 28. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,848 - INFO - Generating payload for candle at 2025-10-20 01:20:00+00:00. ctx_data length: 29. row_data: {'Adj Close': 1.1668611764907837, 'Close': 1.1668611764907837, 'High': 1.1668611764907837, 'Low': 1.1667250394821167, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,850 - INFO - Generating payload for candle at 2025-10-20 01:25:00+00:00. ctx_data length: 30. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1667250394821167, 'Low': 1.1665889024734497, 'Open': 1.1667250394821167, 'Volume': 0.0}
2025-10-22 16:47:53,852 - INFO - Generating payload for candle at 2025-10-20 01:30:00+00:00. ctx_data length: 31. row_data: {'Adj Close': 1.1664528846740723, 'Close': 1.1664528846740723, 'High': 1.1664528846740723, 'Low': 1.1664528846740723, 'Open': 1.1664528846740723, 'Volume': 0.0}
2025-10-22 16:47:53,857 - INFO - Generating payload for candle at 2025-10-20 01:35:00+00:00. ctx_data length: 32. row_data: {'Adj Close': 1.16604483127594, 'Close': 1.16604483127594, 'High': 1.1661807298660278, 'Low': 1.16604483127594, 'Open': 1.1661807298660278, 'Volume': 0.0}
2025-10-22 16:47:53,858 - INFO - Generating payload for candle at 2025-10-20 01:40:00+00:00. ctx_data length: 33. row_data: {'Adj Close': 1.1661807298660278, 'Close': 1.1661807298660278, 'High': 1.1661807298660278, 'Low': 1.16604483127594, 'Open': 1.16604483127594, 'Volume': 0.0}
2025-10-22 16:47:53,860 - INFO - Generating payload for candle at 2025-10-20 01:45:00+00:00. ctx_data length: 34. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1665889024734497, 'Low': 1.1661807298660278, 'Open': 1.1661807298660278, 'Volume': 0.0}
2025-10-22 16:47:53,862 - INFO - Generating payload for candle at 2025-10-20 01:50:00+00:00. ctx_data length: 35. row_data: {'Adj Close': 1.1665889024734497, 'Close': 1.1665889024734497, 'High': 1.1667250394821167, 'Low': 1.1665889024734497, 'Open': 1.1665889024734497, 'Volume': 0.0}
2025-10-22 16:47:53,864 - INFO - Generating payload for candle at 2025-10-20 01:55:00+00:00. ctx_data length: 36. row_data: {'Adj Close': 1.1664528846740723, 'Close': 1.1664528846740723, 'High': 1.1665889024734497, 'Low': 1.1664528846740723, 'Open': 1.1665889024734497, 'Volume': 0.0}
2025-10-22 16:47:53,866 - INFO - Generating payload for candle at 2025-10-20 02:00:00+00:00. ctx_data length: 37. row_data: {'Adj Close': 1.1667250394821167, 'Close': 1.1667250394821167, 'High': 1.1667250394821167, 'Low': 1.1664528846740723, 'Open': 1.1664528846740723, 'Volume': 0.0}
2025-10-22 16:47:53,867 - INFO - Generating payload for candle at 2025-10-20 02:05:00+00:00. ctx_data length: 38. row_data: {'Adj Close': 1.1668611764907837, 'Close': 1.1668611764907837, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,870 - INFO - Generating payload for candle at 2025-10-20 02:10:00+00:00. ctx_data length: 39. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1671334505081177, 'Low': 1.1668611764907837, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,874 - INFO - Generating payload for candle at 2025-10-20 02:15:00+00:00. ctx_data length: 40. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1671334505081177, 'Low': 1.1671334505081177, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,876 - INFO - Generating payload for candle at 2025-10-20 02:20:00+00:00. ctx_data length: 41. row_data: {'Adj Close': 1.1672697067260742, 'Close': 1.1672697067260742, 'High': 1.1672697067260742, 'Low': 1.1669973134994507, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,877 - INFO - Generating payload for candle at 2025-10-20 02:25:00+00:00. ctx_data length: 42. row_data: {'Adj Close': 1.1672697067260742, 'Close': 1.1672697067260742, 'High': 1.1672697067260742, 'Low': 1.1671334505081177, 'Open': 1.1672697067260742, 'Volume': 0.0}
2025-10-22 16:47:53,879 - INFO - Generating payload for candle at 2025-10-20 02:30:00+00:00. ctx_data length: 43. row_data: {'Adj Close': 1.1674060821533203, 'Close': 1.1674060821533203, 'High': 1.1674060821533203, 'Low': 1.1671334505081177, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,880 - INFO - Generating payload for candle at 2025-10-20 02:35:00+00:00. ctx_data length: 44. row_data: {'Adj Close': 1.1672697067260742, 'Close': 1.1672697067260742, 'High': 1.1674060821533203, 'Low': 1.1672697067260742, 'Open': 1.1672697067260742, 'Volume': 0.0}
2025-10-22 16:47:53,882 - INFO - Generating payload for candle at 2025-10-20 02:40:00+00:00. ctx_data length: 45. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1672697067260742, 'Low': 1.1671334505081177, 'Open': 1.1672697067260742, 'Volume': 0.0}
2025-10-22 16:47:53,884 - INFO - Generating payload for candle at 2025-10-20 02:45:00+00:00. ctx_data length: 46. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,886 - INFO - Generating payload for candle at 2025-10-20 02:50:00+00:00. ctx_data length: 47. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,888 - INFO - Generating payload for candle at 2025-10-20 02:55:00+00:00. ctx_data length: 48. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,890 - INFO - Generating payload for candle at 2025-10-20 03:00:00+00:00. ctx_data length: 49. row_data: {'Adj Close': 1.1668611764907837, 'Close': 1.1668611764907837, 'High': 1.1668611764907837, 'Low': 1.1668611764907837, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,892 - INFO - Generating payload for candle at 2025-10-20 03:05:00+00:00. ctx_data length: 50. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,894 - INFO - Generating payload for candle at 2025-10-20 03:10:00+00:00. ctx_data length: 51. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,895 - INFO - Generating payload for candle at 2025-10-20 03:15:00+00:00. ctx_data length: 52. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,897 - INFO - Generating payload for candle at 2025-10-20 03:20:00+00:00. ctx_data length: 53. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1671334505081177, 'Low': 1.1671334505081177, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,899 - INFO - Generating payload for candle at 2025-10-20 03:25:00+00:00. ctx_data length: 54. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,900 - INFO - Generating payload for candle at 2025-10-20 03:30:00+00:00. ctx_data length: 55. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,902 - INFO - Generating payload for candle at 2025-10-20 03:35:00+00:00. ctx_data length: 56. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,905 - INFO - Generating payload for candle at 2025-10-20 03:40:00+00:00. ctx_data length: 57. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,907 - INFO - Generating payload for candle at 2025-10-20 03:45:00+00:00. ctx_data length: 58. row_data: {'Adj Close': 1.1668611764907837, 'Close': 1.1668611764907837, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,909 - INFO - Generating payload for candle at 2025-10-20 03:50:00+00:00. ctx_data length: 59. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,910 - INFO - Generating payload for candle at 2025-10-20 03:55:00+00:00. ctx_data length: 60. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1671334505081177, 'Low': 1.1671334505081177, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,912 - INFO - Generating payload for candle at 2025-10-20 04:00:00+00:00. ctx_data length: 61. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1669973134994507, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,914 - INFO - Generating payload for candle at 2025-10-20 04:05:00+00:00. ctx_data length: 62. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,916 - INFO - Generating payload for candle at 2025-10-20 04:10:00+00:00. ctx_data length: 63. row_data: {'Adj Close': 1.1668611764907837, 'Close': 1.1668611764907837, 'High': 1.1669973134994507, 'Low': 1.1668611764907837, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,918 - INFO - Generating payload for candle at 2025-10-20 04:15:00+00:00. ctx_data length: 64. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,923 - INFO - Generating payload for candle at 2025-10-20 04:20:00+00:00. ctx_data length: 65. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1669973134994507, 'Low': 1.1669973134994507, 'Open': 1.1669973134994507, 'Volume': 0.0}
2025-10-22 16:47:53,925 - INFO - Generating payload for candle at 2025-10-20 04:25:00+00:00. ctx_data length: 66. row_data: {'Adj Close': 1.1671334505081177, 'Close': 1.1671334505081177, 'High': 1.1672697067260742, 'Low': 1.1671334505081177, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,927 - INFO - Generating payload for candle at 2025-10-20 04:30:00+00:00. ctx_data length: 67. row_data: {'Adj Close': 1.1674060821533203, 'Close': 1.1674060821533203, 'High': 1.1674060821533203, 'Low': 1.1672697067260742, 'Open': 1.1672697067260742, 'Volume': 0.0}
2025-10-22 16:47:53,928 - INFO - Generating payload for candle at 2025-10-20 04:35:00+00:00. ctx_data length: 68. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1675423383712769, 'Low': 1.1672697067260742, 'Open': 1.1672697067260742, 'Volume': 0.0}
2025-10-22 16:47:53,930 - INFO - Generating payload for candle at 2025-10-20 04:40:00+00:00. ctx_data length: 69. row_data: {'Adj Close': 1.1674060821533203, 'Close': 1.1674060821533203, 'High': 1.1674060821533203, 'Low': 1.1671334505081177, 'Open': 1.1672697067260742, 'Volume': 0.0}
2025-10-22 16:47:53,932 - INFO - Generating payload for candle at 2025-10-20 04:45:00+00:00. ctx_data length: 70. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1676785945892334, 'Low': 1.1675423383712769, 'Open': 1.1675423383712769, 'Volume': 0.0}
2025-10-22 16:47:53,934 - INFO - Generating payload for candle at 2025-10-20 04:50:00+00:00. ctx_data length: 71. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1676785945892334, 'Low': 1.1676785945892334, 'Open': 1.1676785945892334, 'Volume': 0.0}
2025-10-22 16:47:53,939 - INFO - Generating payload for candle at 2025-10-20 04:55:00+00:00. ctx_data length: 72. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1676785945892334, 'Low': 1.1675423383712769, 'Open': 1.1676785945892334, 'Volume': 0.0}
2025-10-22 16:47:53,942 - INFO - Generating payload for candle at 2025-10-20 05:00:00+00:00. ctx_data length: 73. row_data: {'Adj Close': 1.1674060821533203, 'Close': 1.1674060821533203, 'High': 1.1674060821533203, 'Low': 1.1674060821533203, 'Open': 1.1674060821533203, 'Volume': 0.0}
2025-10-22 16:47:53,943 - INFO - Generating payload for candle at 2025-10-20 05:05:00+00:00. ctx_data length: 74. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1675423383712769, 'Low': 1.1674060821533203, 'Open': 1.1674060821533203, 'Volume': 0.0}
2025-10-22 16:47:53,945 - INFO - Generating payload for candle at 2025-10-20 05:10:00+00:00. ctx_data length: 75. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1675423383712769, 'Low': 1.1675423383712769, 'Open': 1.1675423383712769, 'Volume': 0.0}
2025-10-22 16:47:53,947 - INFO - Generating payload for candle at 2025-10-20 05:15:00+00:00. ctx_data length: 76. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1676785945892334, 'Low': 1.1675423383712769, 'Open': 1.1675423383712769, 'Volume': 0.0}
2025-10-22 16:47:53,948 - INFO - Generating payload for candle at 2025-10-20 05:20:00+00:00. ctx_data length: 77. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1675423383712769, 'Low': 1.1675423383712769, 'Open': 1.1675423383712769, 'Volume': 0.0}
2025-10-22 16:47:53,950 - INFO - Generating payload for candle at 2025-10-20 05:25:00+00:00. ctx_data length: 78. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1676785945892334, 'Low': 1.1675423383712769, 'Open': 1.1675423383712769, 'Volume': 0.0}
2025-10-22 16:47:53,952 - INFO - Generating payload for candle at 2025-10-20 05:30:00+00:00. ctx_data length: 79. row_data: {'Adj Close': 1.1678149700164795, 'Close': 1.1678149700164795, 'High': 1.1678149700164795, 'Low': 1.1676785945892334, 'Open': 1.1676785945892334, 'Volume': 0.0}
2025-10-22 16:47:53,956 - INFO - Generating payload for candle at 2025-10-20 05:35:00+00:00. ctx_data length: 80. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1679514646530151, 'Low': 1.1676785945892334, 'Open': 1.1679514646530151, 'Volume': 0.0}
2025-10-22 16:47:53,958 - INFO - Generating payload for candle at 2025-10-20 05:40:00+00:00. ctx_data length: 81. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1678149700164795, 'Low': 1.1676785945892334, 'Open': 1.1676785945892334, 'Volume': 0.0}
2025-10-22 16:47:53,960 - INFO - Generating payload for candle at 2025-10-20 05:45:00+00:00. ctx_data length: 82. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1678149700164795, 'Low': 1.1676785945892334, 'Open': 1.1676785945892334, 'Volume': 0.0}
2025-10-22 16:47:53,962 - INFO - Generating payload for candle at 2025-10-20 05:50:00+00:00. ctx_data length: 83. row_data: {'Adj Close': 1.1675423383712769, 'Close': 1.1675423383712769, 'High': 1.1678149700164795, 'Low': 1.1675423383712769, 'Open': 1.1678149700164795, 'Volume': 0.0}
2025-10-22 16:47:53,964 - INFO - Generating payload for candle at 2025-10-20 05:55:00+00:00. ctx_data length: 84. row_data: {'Adj Close': 1.1676785945892334, 'Close': 1.1676785945892334, 'High': 1.1676785945892334, 'Low': 1.1675423383712769, 'Open': 1.1675423383712769, 'Volume': 0.0}
2025-10-22 16:47:53,966 - INFO - Generating payload for candle at 2025-10-20 06:00:00+00:00. ctx_data length: 85. row_data: {'Adj Close': 1.1672697067260742, 'Close': 1.1672697067260742, 'High': 1.1674060821533203, 'Low': 1.1671334505081177, 'Open': 1.1674060821533203, 'Volume': 0.0}
2025-10-22 16:47:53,968 - INFO - Generating payload for candle at 2025-10-20 06:05:00+00:00. ctx_data length: 86. row_data: {'Adj Close': 1.1669973134994507, 'Close': 1.1669973134994507, 'High': 1.1671334505081177, 'Low': 1.1668611764907837, 'Open': 1.1671334505081177, 'Volume': 0.0}
2025-10-22 16:47:53,972 - INFO - Generating payload for candle at 2025-10-20 06:10:00+00:00. ctx_data length: 87. row_data: {'Adj Close': 1.1667250394821167, 'Close': 1.1667250394821167, 'High': 1.1668611764907837, 'Low': 1.1667250394821167, 'Open': 1.1668611764907837, 'Volume': 0.0}
2025-10-22 16:47:53,974 - INFO - Generating payload for candle at 2025-10-20 06:15:00+00:00. ctx_data length: 88. row_data: {'Adj Close': 1.1663167476654053, 'Close': 1.1663167476654053, 'High': 1.1667250394821167, 'Low': 1.1663167476654053, 'Open': 1.1667250394821167, 'Volume': 0.0}
2025-10-22 16:47:53,976 - INFO - Generating payload for candle at 2025-10-20 06:20:00+00:00. ctx_data length: 89. row_data: {'Adj Close': 1.1664528846740723, 'Close': 1.1664528846740723, 'High': 1.1664528846740723, 'Low': 1.1663167476654053, 'Open': 1.1663167476654053, 'Volume': 0.0}
2025-10-22 16:47:53,978 - INFO - Generating payload for candle at 2025-10-20 06:25:00+00:00. ctx_data length: 90. row_data: {'Adj Close': 1.1663167476654053, 'Close': 1.1663167476654053, 'High': 1.1664528846740723, 'Low': 1.1663167476654053, 'Open': 1.1664528846740723, 'Volume': 0.0}
